id,name,host_id,host_name,neighbour_hood_info,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
253466,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73693,-73.95284,Entire home/apt,199,3,33,6/24/2019,0.47,28,60
253471,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73641,-73.9533,Entire home/apt,199,3,24,11/6/2018,0.32,28,84
253475,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73794,-73.95254,Entire home/apt,199,3,59,6/24/2019,0.66,28,60
253548,Well Kept  Private Room around  Brighton  Beach,1331493,Olia,"Brooklyn,Brighton Beach",40.58147,-73.96726,Private room,69,1,2,6/25/2015,0.04,1,303
253590,Large 1 Bedroom furnished on UWS,1331850,G,"Manhattan,Upper West Side",40.79771,-73.96323,Entire home/apt,185,2,16,6/28/2019,0.23,1,261
253623,Chez Carine - Privacy in Manhattan,1332108,Cici,"Manhattan,Harlem",40.81512,-73.94692,Private room,81,2,72,11/26/2018,0.77,1,0
253800,Loft Suite @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.7373,-73.95323,Entire home/apt,199,3,24,4/25/2019,0.26,28,60
253803,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73708,-73.95271,Entire home/apt,199,3,23,6/22/2019,0.26,28,60
253806,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73652,-73.95236,Entire home/apt,199,3,43,7/2/2019,0.47,28,60
253811,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73693,-73.95316,Entire home/apt,199,3,30,7/3/2019,0.32,28,56
253815,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73784,-73.95324,Entire home/apt,199,3,39,6/29/2019,0.44,28,84
253828,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73674,-73.95247,Private room,349,3,8,7/26/2018,0.09,28,58
253839,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73783,-73.95259,Private room,249,3,3,11/3/2015,0.03,28,60
253842,1 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73714,-73.95296,Private room,299,3,6,4/19/2018,0.1,28,60
253846,Superior @ Box House,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73731,-73.9545,Private room,179,3,4,12/4/2015,0.05,28,81
254131,"Read it 1st, A seprat fur BR, low $",1267021,Sharma,"Queens,Jackson Heights",40.74965,-73.89344,Private room,54,5,56,7/6/2019,0.66,3,365
254168,2 BR Duplex @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73793,-73.95316,Private room,599,3,7,11/16/2018,0.08,28,60
254409,Husband & Wife Art-Filled Apartment,1336542,Stephanie,"Brooklyn,Clinton Hill",40.68197,-73.96549,Entire home/apt,110,1,2,1/13/2014,0.03,1,0
255024,"3BR, 2 bathroom condo in Bushwick",1340007,Roger,"Brooklyn,Bushwick",40.70271,-73.91566,Entire home/apt,220,2,178,6/24/2019,2.69,1,297
255476,"The BLUE OWL:
VEGETARIAN WBURG W PATIO & BACKYARD!",1302029,Bree,"Brooklyn,Williamsburg",40.7116,-73.9529,Private room,89,30,30,5/31/2019,0.8,1,91
255601,Cozy 2 Bedroom 20 Min from City,1343630,Antonio,"Brooklyn,Bedford-Stuyvesant",40.69241,-73.94885,Entire home/apt,170,2,190,6/23/2019,2.04,1,315
255957,NOLITA! LOCATION! LOCATION! VIEWS! FREE GYM!,506779,Claudia,"Manhattan,Nolita",40.72004,-73.99424,Entire home/apt,495,7,25,6/30/2019,0.27,2,338
256078,"Entire apt NYC, Queens. 15 min from Times Square.",1346437,Cristina,"Queens,Sunnyside",40.74511,-73.92398,Entire home/apt,80,10,81,5/31/2019,0.98,2,40
256328,Luxury Chelsea Townhouse at the High Line,1347034,Janine,"Manhattan,Chelsea",40.74599,-74.00253,Entire home/apt,760,2,7,6/22/2019,0.08,1,361
256369,Alchemy BnB - room in artist loft,1348494,Pamela,"Brooklyn,Cobble Hill",40.68946,-73.99385,Private room,98,4,216,7/1/2019,2.31,1,288
257097,Sunny! 2br Steps to train/restaurants - 15 to NYC,315401,Jaime,"Brooklyn,Bedford-Stuyvesant",40.68226,-73.95473,Entire home/apt,125,30,31,1/28/2019,0.33,1,218
257568,Zen Den (Airport Pickup: JFK & LGA),1123923,Adolfo,"Brooklyn,Cypress Hills",40.67855,-73.8896,Private room,48,90,53,8/12/2017,0.57,2,1
257787,Heart of Williamsburg. Brand New.,1356046,Daniel,"Brooklyn,Williamsburg",40.71408,-73.9489,Private room,64,3,247,6/21/2019,2.65,2,117
258284,"Fresh, Clean Brooklyn Garden Apt.",1358312,S,"Brooklyn,Clinton Hill",40.68618,-73.96144,Entire home/apt,154,3,233,4/10/2019,2.5,1,0
258397,Guest Apartment in Owner Occupied Home,1354758,Annie,"Brooklyn,Park Slope",40.67379,-73.98454,Entire home/apt,139,3,135,6/24/2019,1.45,1,204
258686,My Home Is Your Home,1233267,Kim,"Queens,St. Albans",40.70554,-73.76637,Private room,75,4,20,12/30/2015,0.23,1,0
258688,Spacious & Stylish Chelsea One Bedroom Apartment,436599,Chad,"Manhattan,West Village",40.74031,-74.00532,Entire home/apt,325,4,46,6/2/2019,0.5,1,20
258690,CHELSEA 1 Bdrm Plus Sleeping Loft!!,1359611,Andrea,"Manhattan,Chelsea",40.74618,-74.00392,Entire home/apt,195,365,10,10/26/2014,0.12,1,0
258740,Spacious room in beautiful apt! ,1360043,Adrienne,"Manhattan,Harlem",40.81872,-73.94567,Private room,58,1,143,6/30/2018,2.83,1,0
258838,"Oceanview,close to Manhattan",1360198,Marina,"Staten Island,Arrochar",40.59251,-74.06479,Entire home/apt,250,2,21,5/22/2019,0.26,4,333
258876,"Affordable rooms,all transportation",1360198,Marina,"Staten Island,Arrochar",40.59101,-74.06685,Private room,50,7,0,,,4,189
259946,"Budget stay, near transportation",1360198,Marina,"Staten Island,Arrochar",40.59262,-74.06659,Entire home/apt,125,2,8,5/19/2019,0.09,4,353
260451,Fort Greene brownstone 1BR- SUBLET,52335,Alexander,"Brooklyn,Fort Greene",40.69142,-73.97203,Entire home/apt,70,7,4,8/28/2017,0.05,2,0
260765,NewYork Modern Pre-War LoftStudio ,480943,Ro,"Manhattan,Upper East Side",40.76928,-73.95021,Entire home/apt,189,2,314,7/1/2019,3.45,2,206
261194,Cozy Artist Duplex **Bedstuy Charm**,696482,Christine,"Brooklyn,Bedford-Stuyvesant",40.68338,-73.95289,Entire home/apt,130,3,18,6/18/2019,0.25,1,1
261259,Apartment in Best location in NYC,1370358,Keiko,"Manhattan,West Village",40.72953,-74.00462,Entire home/apt,145,7,11,5/27/2015,0.12,1,0
261344,Inspired in Historic Downtown NYC!,568103,Liah,"Manhattan,Financial District",40.70523,-74.01345,Private room,101,7,51,6/2/2019,0.55,1,307
261674,Chelsea/West Village - 2bdrm apt,1372786,Lindsey,"Manhattan,Chelsea",40.74025,-74.00161,Private room,95,5,20,4/1/2017,0.33,1,0
261781,1500+ sq ft 2BR West Village Loft,1359519,Nadya,"Manhattan,West Village",40.73378,-74.00429,Entire home/apt,375,7,8,12/30/2017,0.12,1,0
262343,Cozy & Clean Lower East Side Apt.,1376385,Lauren,"Manhattan,Lower East Side",40.72087,-73.99022,Entire home/apt,153,31,59,6/6/2019,0.63,1,27
262405,Spacious Townhome Apt in Brooklyn,1376778,Wade,"Brooklyn,East Flatbush",40.64468,-73.94219,Entire home/apt,92,4,54,6/24/2019,0.62,1,27
262478,Chic + Stylish room in heart of LowerEastSide NYC!,535128,Juliana,"Manhattan,Lower East Side",40.7193,-73.98966,Private room,80,5,10,12/31/2018,0.46,1,348
262583,Landmark 2 Bedroom West Village NYC,605463,West Village,"Manhattan,West Village",40.73312,-74.0042,Entire home/apt,300,4,153,6/25/2019,1.66,4,246
263005,2 bedroom apt in charming brick townhouse,1380060,Marisa And Colin,"Brooklyn,Fort Greene",40.69778,-73.97676,Entire home/apt,145,3,110,6/2/2019,1.2,1,15
263190,Room in East Village with Private Entrance,1020539,Dominique,"Manhattan,East Village",40.72534,-73.98591,Private room,88,2,69,1/1/2019,0.91,2,0
263232,Cozy&Clean in a great neighborhood,1381171,Nicole,"Manhattan,Harlem",40.82151,-73.94516,Entire home/apt,155,1,1,1/27/2019,0.18,1,5
263502,Prime Williamsburg 1/BD New Condo,1382749,Shaun,"Brooklyn,Williamsburg",40.72059,-73.9567,Entire home/apt,185,180,24,8/19/2015,0.26,1,0
263776,City Skyline Views from every room!,1384111,Joanne,"Queens,Sunnyside",40.74558,-73.92324,Private room,73,2,95,1/2/2019,1.02,2,0
263888,Contemporary & Classic Sanctuary on the Hudson,1384559,C,"Manhattan,Upper West Side",40.79433,-73.9765,Entire home/apt,225,2,129,4/28/2019,1.41,1,107
264323,Comfortable Manhattanville,305972,Allan,"Manhattan,Morningside Heights",40.81055,-73.95549,Private room,85,7,171,3/31/2019,1.84,2,144
265036,Private room w/ queen bed + rooftop,21188,Leo,"Brooklyn,Crown Heights",40.6711,-73.95231,Private room,99,2,20,6/9/2019,0.59,1,98
265064,Zen Eyrie â€“Airport Pick-Up: JFK/LGA,1123923,Adolfo,"Brooklyn,Cypress Hills",40.67962,-73.88928,Private room,48,90,17,5/3/2017,0.27,2,0
265145,Studio sublet in Hell's kitchen,1390947,Akiko,"Manhattan,Theater District",40.76217,-73.98411,Entire home/apt,200,5,8,1/8/2015,0.09,1,0
265506,Luxury NYC 2 Bedroom with Terrace,1392440,Sandra,"Manhattan,Upper East Side",40.76128,-73.96463,Entire home/apt,485,7,11,11/1/2015,0.12,1,0
265831,Bright unique designer loft in Soho,1394190,Jen,"Manhattan,Nolita",40.72313,-73.99438,Entire home/apt,310,5,5,7/5/2018,0.09,1,89
265912,Spacious  2 bed Loft apartment Bedford L,1394719,Jill,"Brooklyn,Williamsburg",40.7177,-73.95576,Entire home/apt,110,4,0,,,1,354
266146,Beautiful studio by Central Park,1385157,Brian,"Manhattan,Upper West Side",40.78448,-73.97289,Entire home/apt,109,30,36,3/19/2019,0.39,5,286
266155,One bed suite with private garden,1385157,Brian,"Manhattan,Upper West Side",40.78304,-73.97447,Entire home/apt,167,30,16,3/31/2019,0.17,5,252
266351,SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,1396546,Elena,"Brooklyn,Fort Greene",40.68737,-73.97125,Entire home/apt,147,15,5,7/12/2018,0.12,1,189
266437,West Village cozy 2 bedroom  NYC ,1397061,Asia Joanna,"Manhattan,Chelsea",40.74139,-74.0005,Entire home/apt,220,4,0,,,1,0
266449,2 Bedroom Gem - Prime LES Location,1397115,Drew,"Manhattan,Lower East Side",40.71992,-73.98773,Entire home/apt,195,4,68,6/3/2019,0.77,1,271
266756,REAL 2BR-HEART OF SOHO-LITTLE ITALY,1398809,Roberto  Mike,"Manhattan,Little Italy",40.71905,-73.99677,Entire home/apt,199,28,89,6/30/2018,0.99,1,0
267376,BIG ROOM / DOWNTOWN  LOFT /,638721,Fred,"Manhattan,Financial District",40.70741,-74.00102,Private room,65,30,10,6/24/2019,1.02,1,0
267435,Large Sunny Bedroom in QNS NYC,1402454,Jocelin,"Queens,Rego Park",40.73349,-73.86009,Private room,55,1,38,7/1/2019,0.85,1,0
267535,Home Away From Home-Room in Bronx,1402951,Clara,"Bronx,Wakefield",40.89557,-73.8447,Private room,50,2,15,6/9/2019,0.17,1,337
267652,Private clean pleasant spacious room.,164675,Janice,"Brooklyn,Kensington",40.64277,-73.97296,Private room,60,2,20,1/21/2019,0.42,1,347
267708,"Charming Hotel Alternative
Mount Sinai",661399,Vivianne,"Manhattan,East Harlem",40.79111,-73.94466,Private room,99,3,25,6/15/2019,0.96,2,127
268392,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,1406773,Eyal And Amy,"Manhattan,Harlem",40.79951,-73.95257,Entire home/apt,130,2,35,5/27/2019,0.42,1,41
268481,Resort-like living in Williamsburg,1380703,Vishal,"Brooklyn,Williamsburg",40.71647,-73.93974,Entire home/apt,290,30,1,9/24/2013,0.01,1,0
268868,Hudson Yards with views of The Highline Park,1408733,Sergio,"Manhattan,Chelsea",40.75114,-74.00195,Entire home/apt,350,3,64,6/2/2019,0.7,1,18
269283,Brooklyn: A Huge Bedroom + Good Vibes,1410714,Antoinette,"Brooklyn,Crown Heights",40.66431,-73.93216,Private room,50,3,26,2/16/2019,0.33,1,158
269889,One stop from Midtown Manhattan!,1413098,M,"Queens,Long Island City",40.74579,-73.95012,Private room,96,2,244,6/25/2019,2.74,1,270
270139,"Private Room Very Near L train, Bushwick",1093220,Chavisa,"Brooklyn,Bushwick",40.70278,-73.92673,Private room,45,15,21,1/15/2019,0.29,3,88
270231,Cozy New York  City private room,1366310,Janina,"Queens,Woodside",40.74409,-73.91122,Private room,85,2,270,7/7/2019,2.95,2,306
270315,Bed-stuy Royal Room,1398639,Juliet,"Brooklyn,Bedford-Stuyvesant",40.68812,-73.93254,Private room,34,10,16,3/27/2019,0.19,3,216
270345,SUPER CUTE EAST VILLAGE APARTMENT,1415590,Cameron,"Manhattan,East Village",40.72454,-73.99151,Entire home/apt,250,3,24,6/27/2019,0.26,1,16
270680,GREAP STUDIO / 4PPL IN MIDTOWN,1315849,Javier Pedraza,"Brooklyn,Williamsburg",40.71073,-73.96207,Private room,190,1,30,6/28/2019,0.33,2,365
270681,BEDFORD AV.  ROOM IN WILLIAMSBURG..,1315849,Javier Pedraza,"Brooklyn,Williamsburg",40.71028,-73.96128,Private room,75,2,5,9/7/2015,0.06,2,365
271083,Sleep & Wake near Botanical Gardens,1217923,Kevin,"Brooklyn,Prospect-Lefferts Gardens",40.65772,-73.96131,Entire home/apt,93,4,115,6/12/2019,1.25,1,312
271128,Tranquil in the heart of Brooklyn 2,1417166,Lex,"Brooklyn,Bedford-Stuyvesant",40.68884,-73.95059,Private room,60,5,9,6/25/2019,0.19,2,33
271130,Tranquil in the heart of Brooklyn 1,1417166,Lex,"Brooklyn,Bedford-Stuyvesant",40.6865,-73.95372,Private room,65,5,45,5/26/2019,0.52,2,0
271694,"Easy, comfortable studio in Midtown",1387370,James,"Manhattan,Midtown",40.75282,-73.97315,Entire home/apt,125,365,19,9/8/2015,0.21,1,365
271950,Huge luxury 1BR apt near Central Park South(4 ppl),1362808,Max,"Manhattan,Upper East Side",40.76373,-73.96897,Entire home/apt,300,3,5,12/31/2018,0.08,1,27
271954,Beautiful brownstone apartment,1423798,Aj,"Manhattan,Greenwich Village",40.73388,-73.99452,Entire home/apt,150,2,203,6/20/2019,2.22,1,300
272026,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,1423613,Arthur,"Manhattan,Washington Heights",40.85774,-73.92901,Entire home/apt,56,122,20,1/2/2018,0.41,1,216
272044,Luxury Designer Downtown Apartment,1195295,M,"Manhattan,East Village",40.72257,-73.98465,Entire home/apt,299,3,49,10/27/2018,0.53,1,365
272427,Spacious room on charming block in Greenpoint!,511993,Diana,"Brooklyn,Greenpoint",40.72723,-73.95728,Private room,60,4,6,4/21/2019,0.07,1,303
272706,"SUNNY, SPACIOUS APT. in  FT. GREENE",1402817,Valerie,"Brooklyn,Fort Greene",40.69135,-73.97321,Entire home/apt,88,5,7,6/18/2017,0.08,1,0
272738,Guest Room in Authentic Williamsburg Factory Loft,1427381,Elizabeth,"Brooklyn,Williamsburg",40.70513,-73.95505,Private room,60,2,35,6/30/2019,0.38,2,161
273190,6 Bedroom Landmark West Village Townhouse,605463,West Village,"Manhattan,West Village",40.73301,-74.00268,Entire home/apt,1300,5,28,9/25/2018,0.31,4,297
273256,Beautiful bed and bath - Manhattan,1429642,Delia,"Manhattan,East Harlem",40.79793,-73.93612,Private room,200,6,0,,,1,0
274062,Beautiful Room Near Central Park!,1433395,Stacia,"Manhattan,Harlem",40.80285,-73.95166,Private room,99,2,54,6/24/2019,0.88,1,50
274329,Fantastic 1-bedroom basement apt.,1434654,Andrew,"Brooklyn,Bushwick",40.70642,-73.91665,Entire home/apt,110,3,115,6/25/2019,1.75,2,28
274376,"Private Clinton Hill, Brooklyn Apt",1434931,Aaron,"Brooklyn,Clinton Hill",40.68156,-73.96537,Entire home/apt,135,5,6,6/24/2019,0.13,1,317
274743,Charming furnished Studio-Loft,1436404,Catherine,"Manhattan,Upper East Side",40.77368,-73.95198,Entire home/apt,110,15,1,8/31/2014,0.02,1,275
275976,Lovely 2 bedroom apartment with backyard access,1417757,Kwab,"Brooklyn,Bedford-Stuyvesant",40.68631,-73.93702,Entire home/apt,165,3,204,6/30/2019,2.31,1,80
276216,Nights in White Satin in the Slope,1440691,Dena,"Brooklyn,Sunset Park",40.65992,-73.99042,Entire home/apt,127,180,1,9/1/2016,0.03,1,365
276317,"The Carlton, Brooklyn brownstone Duplex w/ garden",130901,Chauncey,"Brooklyn,Prospect Heights",40.67847,-73.97038,Entire home/apt,402,3,89,6/23/2019,0.97,1,340
276482,Comfortable Manhattanville.,305972,Allan,"Manhattan,Harlem",40.81371,-73.95585,Private room,85,6,130,6/2/2019,1.42,2,97
277207,Beautiful lrg 1800's syle apt share,1447684,Rosa,"Brooklyn,Greenpoint",40.72868,-73.95835,Private room,75,7,15,6/8/2019,0.25,3,365
277370,Location wins for East Village Apt,1448432,Jim,"Manhattan,East Village",40.73168,-73.98662,Entire home/apt,139,30,52,5/13/2019,0.6,1,314
277883,Sunny Entire Apt with Romantic Bedroom,950657,Michelle,"Brooklyn,Prospect-Lefferts Gardens",40.65689,-73.9533,Entire home/apt,70,6,58,12/29/2017,0.63,1,0
278090,Furnished room for rent - Manhattan,1451723,Bia,"Manhattan,East Harlem",40.7928,-73.93967,Private room,50,3,208,6/11/2019,2.32,1,339
278145,Large Room in a Huge NY apartment.,1452026,Heidi,"Queens,Astoria",40.77117,-73.91905,Private room,30,5,3,6/20/2017,0.03,1,0
278631,West Village NYC Sun-filled Studio!,1132207,Cathryne,"Manhattan,West Village",40.73729,-74.00807,Entire home/apt,250,30,7,4/21/2013,0.08,1,35
278876,"Large, furnished room in a 2 bedroom!",368528,Ally,"Brooklyn,Crown Heights",40.66984,-73.95141,Private room,64,1,1,3/18/2017,0.04,1,0
279093,Huge Apartment!  Amazing View!,1455825,Erica,"Manhattan,Harlem",40.82977,-73.94071,Entire home/apt,300,3,2,4/10/2018,0.06,1,365
279857,#1 Yellow Block BnB/see at Net Flix Show Stay Here,1420300,Gordy,"Brooklyn,Bedford-Stuyvesant",40.68492,-73.95489,Entire home/apt,800,4,122,7/2/2019,1.37,1,257
279969,Cozy Brownstone Inn I(studio),240427,Naimah,"Brooklyn,Bedford-Stuyvesant",40.68255,-73.91957,Entire home/apt,100,3,63,6/18/2019,0.72,2,5
280315,Crown Height's Brooklyn Cozy Apt,1151818,Gabrielle,"Brooklyn,Crown Heights",40.67392,-73.94662,Entire home/apt,250,5,26,10/31/2014,0.28,1,0
281521,Amazing West Village 2br,70614,Vimal,"Manhattan,West Village",40.73879,-74.00425,Entire home/apt,200,27,1,10/2/2012,0.01,1,0
281756,Authentic NY Charming Artist Loft,1468658,Barbara,"Brooklyn,Greenpoint",40.73321,-73.95587,Entire home/apt,140,5,14,6/19/2019,0.16,1,0
281851,Beautiful Private Bedroom - Downstairs,1469036,Tw,"Manhattan,Harlem",40.80671,-73.95082,Private room,130,1,107,6/25/2019,2.38,1,304
282341,Kensington/Ditmas Park pied-a-terre,1471384,Dan,"Brooklyn,Kensington",40.6433,-73.97386,Entire home/apt,90,30,3,7/30/2017,0.05,1,286
282443,QT STUDIO FOR ROMANTIC COUPLES,36897,Lydia,"Manhattan,Chinatown",40.71601,-73.99123,Entire home/apt,90,3,107,5/18/2019,1.17,1,0
282514,"Own Room & Bath, Sunny Town House, 18"" to Wall St",1464358,Dian,"Brooklyn,Bedford-Stuyvesant",40.68106,-73.9292,Private room,97,3,29,6/25/2019,1.57,1,118
282863,Cozy & Charming Boerum Hill Flat,322934,Kate,"Brooklyn,Gowanus",40.68131,-73.98879,Entire home/apt,91,6,69,6/21/2019,0.76,1,265
282977,Park Slope Brooklyn!  Sunny Bedroom.,1474071,Diana,"Brooklyn,Park Slope",40.67264,-73.98136,Private room,125,3,232,7/6/2019,2.52,1,303
283072,One bedroom sharing Bathroom,1474637,Eliza,"Brooklyn,Cypress Hills",40.67889,-73.86404,Private room,75,7,0,,,1,0
283090,Spacious East Village Apartment,511175,Luis,"Manhattan,East Village",40.7241,-73.97899,Entire home/apt,180,7,24,8/10/2018,0.26,2,125
283184,Huge Williamsburg Loft..Perfect for Big Groups!,1427381,Elizabeth,"Brooklyn,Williamsburg",40.70766,-73.95191,Entire home/apt,300,7,0,,,2,354
283272,Stylish Garden House - Trendy area,524730,Oz,"Brooklyn,Williamsburg",40.71422,-73.9484,Entire home/apt,100,19,5,8/3/2016,0.06,2,6
283550,Hells Kitchen Ground Fl 1-bedroom,1476954,Jose,"Manhattan,Hell's Kitchen",40.76001,-73.99133,Entire home/apt,175,3,10,4/21/2019,0.23,1,0
284208,Pre War Park Slope on Prospect Park,1366270,Louisa,"Brooklyn,South Slope",40.66441,-73.97974,Private room,65,4,36,11/12/2018,0.47,2,80
284855,Charming Apt in the Best Location!,1482460,Dara,"Manhattan,West Village",40.73362,-74.00923,Entire home/apt,240,5,94,6/19/2019,1.1,1,134
285442,Huge room with private balcony,1475866,Jesper,"Manhattan,East Village",40.73119,-73.98819,Private room,300,6,1,5/6/2013,0.01,1,0
285492,Amazing 1 bedroom apt with NYC View,1486034,Eric,"Manhattan,Chelsea",40.74494,-73.9998,Entire home/apt,385,1,63,8/3/2018,0.71,1,364
285716,Great spacious room by the L train!,1487126,Anamaria,"Brooklyn,Bushwick",40.69657,-73.9129,Private room,47,15,5,9/11/2013,0.06,1,0
286662,Charming Brooklyn Studio,1491538,Erika,"Brooklyn,Crown Heights",40.67106,-73.95463,Entire home/apt,110,3,238,7/2/2019,2.6,1,297
286838,Private Room in Brownstone,1492339,Karin,"Manhattan,Harlem",40.80748,-73.95589,Private room,75,2,101,10/31/2015,1.1,1,0
287397,Bed Stuy Pride! Welcome to Brooklyn,1029021,Jameelah,"Brooklyn,Bedford-Stuyvesant",40.68991,-73.93179,Entire home/apt,100,3,21,6/24/2019,0.23,3,43
287408,Lovely Hell's Kitchen Studio...,1495090,Carey,"Manhattan,Hell's Kitchen",40.76147,-73.99152,Entire home/apt,165,2,72,7/31/2018,0.82,1,10
287417,HOT SPOT FOR 20 AND 30 SOMETHING'S,1495196,Yvette,"Brooklyn,Bedford-Stuyvesant",40.68174,-73.91921,Entire home/apt,300,2,40,6/23/2019,0.68,1,0
287421,"Cozy, Clean Cobble Hill Brownstone",1495141,Keow,"Brooklyn,Cobble Hill",40.68538,-74.00056,Entire home/apt,140,3,103,8/1/2017,1.13,1,189
287481,Bright Loft Apt w Skylight in Wburg,1495502,Olly,"Brooklyn,Williamsburg",40.70839,-73.94289,Entire home/apt,120,6,66,5/1/2019,0.72,2,17
287839,"Cozy, beautiful doormen studio-",1498424,Hibo,"Brooklyn,Fort Greene",40.69018,-73.98107,Entire home/apt,175,3,35,6/27/2019,0.4,1,289
287845,Carroll Gardens Gem-2BD with Garden,1496847,Paul & Ewa,"Brooklyn,Carroll Gardens",40.68128,-73.99522,Entire home/apt,275,31,121,7/1/2019,1.33,1,305
289020,Sunny 1BR Center of East Village!,347036,Jasmine,"Manhattan,East Village",40.72948,-73.98694,Entire home/apt,179,8,15,8/29/2018,0.19,1,0
289037,"2BR in Cobble Hill, Brooklyn, NY",632334,Michael,"Brooklyn,Carroll Gardens",40.68353,-73.9914,Entire home/apt,189,2,13,9/5/2016,0.18,1,0
289288,Perfect East Village Apartment,1502469,Max,"Manhattan,East Village",40.72506,-73.98865,Entire home/apt,219,2,129,5/11/2019,1.42,1,220
289665,Decorators 5-Star Flat West Village,1503831,Elle,"Manhattan,West Village",40.72891,-74.00293,Entire home/apt,450,20,157,8/11/2016,1.71,1,0
289703,Beautiful SoHo Luxury Apartment,815741,Geoff,"Manhattan,SoHo",40.7253,-73.99916,Entire home/apt,249,5,8,11/26/2016,0.11,1,0
289958,2 Rooms in Cottage NYC,1454655,Ronaldo,"Queens,Long Island City",40.75295,-73.93228,Private room,65,2,5,9/9/2014,0.06,1,362
289995,Zen Minimalist w/Garden- Bedford L Stop,1505217,Pia,"Brooklyn,Greenpoint",40.71947,-73.95252,Entire home/apt,250,4,46,6/23/2019,0.52,1,121
290457,Between Two Bridges 2BD -Whole Apt!,207124,Mikki & Bazi,"Manhattan,Chinatown",40.71283,-73.99703,Entire home/apt,139,30,37,2/16/2019,0.41,1,153
291524,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,1470688,Philip,"Manhattan,Upper West Side",40.77338,-73.98887,Entire home/apt,209,7,14,6/25/2019,0.16,1,205
291714,Brooklyn Beauty - Large 2 bedroom Apartment,1321504,Rohan,"Brooklyn,Crown Heights",40.67385,-73.94405,Entire home/apt,120,5,37,4/15/2018,0.45,1,310
291812,"Entire Apartment in Astoria, 15mins from Manhattan",1509416,Natalia,"Queens,Astoria",40.76856,-73.91828,Entire home/apt,70,5,1,8/30/2016,0.03,1,0
292047,Gorgeous pvt room in West Village,1490696,Alejandra,"Manhattan,West Village",40.73908,-74.00378,Private room,90,3,209,7/4/2019,2.38,1,236
292121,1 bedroom apt in Midtown West,169927,Hubert,"Manhattan,Hell's Kitchen",40.7625,-73.9869,Entire home/apt,199,3,4,9/12/2018,0.07,1,200
292266,Sunny and spacious bedroom,1513294,Urszula,"Brooklyn,Bushwick",40.69755,-73.91187,Private room,50,60,17,4/1/2019,0.19,2,74
292637,Beautiful Spacious One Bedroom,1021834,Svetlana,"Brooklyn,Crown Heights",40.67335,-73.96,Entire home/apt,100,5,0,,,1,0
293004,Room next to Columbia Uni.,910719,Sena,"Manhattan,Harlem",40.80497,-73.95146,Entire home/apt,110,1,0,,,1,0
293837,"Big Apt for Funky Art /Music Lovers, Outdoor Patio",1495502,Olly,"Brooklyn,Williamsburg",40.70736,-73.94331,Entire home/apt,157,4,54,6/11/2019,0.66,2,12
294227,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73683,-73.9543,Entire home/apt,199,3,43,6/22/2019,0.49,28,84
294239,NYC Summer Getaway | Full Home 2BR,1521432,Carmen,"Queens,Astoria",40.76444,-73.92607,Entire home/apt,192,3,7,4/18/2017,0.08,1,0
294242,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.7389,-73.95395,Entire home/apt,199,3,75,6/5/2019,0.93,28,84
294250,Beautiful New Garden Apartment ,45682,Irina,"Manhattan,Upper West Side",40.77611,-73.97808,Entire home/apt,150,1,88,6/7/2019,0.99,1,0
294259,Loft Suite @ Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73806,-73.95462,Entire home/apt,199,3,73,6/30/2019,0.84,28,56
294263,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73661,-73.95479,Entire home/apt,199,3,89,7/1/2019,1.06,28,62
294280,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,"Brooklyn,Greenpoint",40.73857,-73.95435,Entire home/apt,199,3,23,4/23/2019,0.26,28,81
294297,"Lovely apt in Williamsburg, BK",1521604,Summer,"Brooklyn,Williamsburg",40.711,-73.96225,Entire home/apt,105,3,11,6/23/2019,0.16,1,0
