Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
34,Current employee,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,1362,124817,1,Male,41,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
45,Current employee,Travel_Rarely,193,Research & Development,6,4,Marketing,1,1363,124818,4,Male,52,3,3,Research Director,1,Married,13245,15067,2,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
34,Current employee,Travel_Rarely,1031,Research & Development,6,4,Marketing,1,1364,124819,1,Male,41,3,3,Research Director,1,Married,13245,15067,2,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
34,Current employee,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,1365,124820,1,Male,41,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
34,Current employee,Travel_Rarely,1031,Research & Development,6,4,Marketing,1,1366,124821,1,Male,41,3,3,Research Director,1,Married,13245,15067,2,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
45,Current employee,Travel_Rarely,193,Research & Development,6,4,Other,1,1367,124822,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
45,Current employee,Travel_Rarely,193,Research & Development,6,4,Marketing,1,1368,124823,4,Male,52,3,3,Research Director,1,Married,13245,15067,2,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
34,Current employee,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,1369,124824,1,Male,41,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
45,Current employee,Travel_Rarely,193,Research & Development,6,4,Marketing,1,1370,124825,4,Male,52,3,3,Research Director,1,Married,13245,15067,2,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
34,Current employee,Travel_Rarely,1031,Research & Development,6,4,Marketing,1,1371,124826,1,Male,41,3,3,Research Director,1,Married,13245,15067,2,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
34,Current employee,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,1372,124827,1,Male,41,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
34,Current employee,Travel_Rarely,1031,Research & Development,6,4,Marketing,1,1373,124828,1,Male,41,3,3,Research Director,1,Married,13245,15067,2,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
45,Current employee,Travel_Rarely,193,Research & Development,6,4,Other,1,1374,124829,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
45,Current employee,Travel_Rarely,193,Research & Development,6,4,Marketing,1,1375,124830,4,Male,52,3,3,Research Director,1,Married,13245,15067,2,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,Referral
37,Current employee,Travel_Rarely,397,Research & Development,7,4,Medical,1,1376,124831,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,1377,124832,1,Male,41,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,4,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,1378,124833,1,Male,41,3,3,Research Director,3,Single,13664,25258,2,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,397,Research & Development,7,4,Marketing,1,1379,124834,1,Male,30,3,3,Research Director,3,Single,13664,25258,2,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,397,Research & Development,7,4,Medical,1,1380,124835,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,1381,124836,1,Male,41,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,1382,124837,1,Male,41,3,3,Research Director,3,Single,13664,25258,2,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,397,Research & Development,7,4,Marketing,1,1383,124838,1,Male,30,3,3,Research Director,3,Single,13664,25258,2,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,1384,124839,1,Male,41,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,4,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,1385,124840,1,Male,41,3,3,Research Director,3,Single,13664,25258,2,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,397,Research & Development,7,4,Marketing,1,1386,124841,1,Male,30,3,3,Research Director,3,Single,13664,25258,2,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,397,Research & Development,7,4,Medical,1,1387,124842,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,1388,124843,1,Male,41,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,1389,124844,1,Male,41,3,3,Research Director,3,Single,13664,25258,2,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
37,Current employee,Travel_Rarely,397,Research & Development,7,4,Marketing,1,1390,124845,1,Male,30,3,3,Research Director,3,Single,13664,25258,2,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,Seek
46,Current employee,Travel_Rarely,945,Human Resources,5,2,Medical,1,1391,124846,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,3,4,80,1,16,2,3,4,2,0,2,Jora
36,Current employee,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1392,124847,1,Male,41,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,3,4,80,1,16,2,3,4,2,0,2,Jora
36,Current employee,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1393,124848,1,Male,41,3,2,Human Resources,2,Divorced,5021,10425,0,Y,Yes,22,3,4,80,1,16,2,3,4,2,0,2,Jora
46,Current employee,Travel_Rarely,945,Human Resources,5,2,Life Sciences,1,1394,124849,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,0,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Jora
36,Current employee,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1395,124850,1,Male,41,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Jora
36,Current employee,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1396,124851,1,Male,41,3,2,Human Resources,2,Divorced,5021,10425,0,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Jora
46,Current employee,Travel_Rarely,945,Human Resources,5,2,Medical,1,1397,124852,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Jora
46,Current employee,Travel_Rarely,945,Human Resources,5,2,Life Sciences,1,1398,124853,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,0,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Jora
36,Current employee,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1399,124854,1,Male,41,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,3,4,80,1,16,2,3,4,2,0,2,Jora
36,Current employee,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1400,124855,1,Male,41,3,2,Human Resources,2,Divorced,5021,10425,0,Y,Yes,22,3,4,80,1,16,2,3,4,2,0,2,Jora
46,Current employee,Travel_Rarely,945,Human Resources,5,2,Life Sciences,1,1401,124856,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,0,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Jora
36,Current employee,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1402,124857,1,Male,41,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Jora
36,Current employee,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1403,124858,1,Male,41,3,2,Human Resources,2,Divorced,5021,10425,0,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Jora
46,Current employee,Travel_Rarely,945,Human Resources,5,2,Medical,1,1404,124859,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Jora
46,Current employee,Travel_Rarely,945,Human Resources,5,2,Life Sciences,1,1405,124860,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,0,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,Jora
30,Current employee,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,1406,124861,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,4,3,80,2,10,1,2,10,8,3,0,LinkedIn
43,Current employee,Travel_Frequently,394,Sales,26,2,Life Sciences,1,1407,124862,1,Male,41,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
30,Current employee,Travel_Rarely,852,Research & Development,1,1,Human Resources,1,1408,124863,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,0,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
43,Current employee,Travel_Frequently,394,Sales,26,2,Technical Degree,1,1409,124864,1,Male,41,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
30,Current employee,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,1410,124865,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
30,Current employee,Travel_Rarely,852,Research & Development,1,1,Human Resources,1,1411,124866,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,0,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,Seek
43,Current employee,Travel_Frequently,394,Sales,26,2,Life Sciences,1,1412,124867,1,Male,41,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
43,Current employee,Travel_Frequently,394,Sales,26,2,Technical Degree,1,1413,124868,1,Male,41,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
43,Current employee,Travel_Frequently,394,Sales,26,2,Life Sciences,1,1414,124869,1,Male,41,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
30,Current employee,Travel_Rarely,852,Research & Development,1,1,Human Resources,1,1415,124870,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,0,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
43,Current employee,Travel_Frequently,394,Sales,26,2,Technical Degree,1,1416,124871,1,Male,41,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
30,Current employee,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,1417,124872,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
30,Current employee,Travel_Rarely,852,Research & Development,1,1,Human Resources,1,1418,124873,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,0,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,Seek
43,Current employee,Travel_Frequently,394,Sales,26,2,Life Sciences,1,1419,124874,1,Male,41,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
43,Current employee,Travel_Frequently,394,Sales,26,2,Technical Degree,1,1420,124875,1,Male,41,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,LinkedIn
35,Current employee,Travel_Rarely,1214,Research & Development,1,3,Medical,1,1421,124876,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,4,1,80,0,6,3,3,6,4,0,4,Recruit.net
30,Current employee,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,1422,124877,1,Male,41,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
35,Current employee,Travel_Rarely,1214,Research & Development,1,3,Human Resources,1,1423,124878,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,2,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
30,Current employee,Travel_Frequently,1312,Research & Development,23,3,Other,1,1424,124879,1,Male,41,2,1,Research Scientist,3,Single,2859,26278,4,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
30,Current employee,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,1425,124880,1,Male,41,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
30,Current employee,Travel_Frequently,1312,Research & Development,23,3,Other,1,1426,124881,1,Male,41,2,1,Research Scientist,3,Single,2859,26278,4,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Company Website
35,Current employee,Travel_Rarely,1214,Research & Development,1,3,Medical,1,1427,124882,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
35,Current employee,Travel_Rarely,1214,Research & Development,1,3,Human Resources,1,1428,124883,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,2,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
30,Current employee,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,1429,124884,1,Male,41,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
35,Current employee,Travel_Rarely,1214,Research & Development,1,3,Human Resources,1,1430,124885,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,2,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
30,Current employee,Travel_Frequently,1312,Research & Development,23,3,Other,1,1431,124886,1,Male,41,2,1,Research Scientist,3,Single,2859,26278,4,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
30,Current employee,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,1432,124887,1,Male,41,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
30,Current employee,Travel_Frequently,1312,Research & Development,23,3,Other,1,1433,124888,1,Male,41,2,1,Research Scientist,3,Single,2859,26278,4,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Company Website
35,Current employee,Travel_Rarely,1214,Research & Development,1,3,Medical,1,1434,124889,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
35,Current employee,Travel_Rarely,1214,Research & Development,1,3,Human Resources,1,1435,124890,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,2,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,Recruit.net
55,Current employee,Travel_Rarely,111,Sales,1,2,Life Sciences,1,1436,124891,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
56,Voluntary Resignation,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,1437,124892,1,Male,41,3,3,Sales Executive,4,Married,10239,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
55,Current employee,Travel_Rarely,111,Sales,1,2,Human Resources,1,1438,124893,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,4,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
56,Voluntary Resignation,Travel_Rarely,441,Research & Development,14,4,Medical,1,1439,124894,1,Male,41,3,3,Sales Executive,4,Married,10239,18092,7,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
55,Current employee,Travel_Rarely,111,Sales,1,2,Life Sciences,1,1440,124895,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
55,Current employee,Travel_Rarely,111,Sales,1,2,Human Resources,1,1441,124896,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,4,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
56,Voluntary Resignation,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,1442,124897,1,Male,41,3,3,Sales Executive,4,Married,10239,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
56,Voluntary Resignation,Travel_Rarely,441,Research & Development,14,4,Medical,1,1443,124898,1,Male,41,3,3,Sales Executive,4,Married,10239,18092,7,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
56,Voluntary Resignation,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,1444,124899,1,Male,41,3,3,Sales Executive,4,Married,10239,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
55,Current employee,Travel_Rarely,111,Sales,1,2,Human Resources,1,1445,124900,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,4,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
56,Voluntary Resignation,Travel_Rarely,441,Research & Development,14,4,Medical,1,1294,124901,1,Male,41,3,3,Sales Executive,4,Married,10239,18092,7,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
55,Current employee,Travel_Rarely,111,Sales,1,2,Life Sciences,1,1447,124902,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
55,Current employee,Travel_Rarely,111,Sales,1,2,Human Resources,1,1448,124903,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,4,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
56,Voluntary Resignation,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,1449,124904,1,Male,41,3,3,Sales Executive,4,Married,10239,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
56,Voluntary Resignation,Travel_Rarely,441,Research & Development,14,4,Medical,1,1450,124905,1,Male,41,3,3,Sales Executive,4,Married,10239,18092,7,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,Seek
38,Current employee,Non-Travel,573,Research & Development,6,3,Medical,1,1451,124906,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
51,Current employee,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,1452,124907,1,Female,41,1,2,Research Scientist,4,Divorced,5329,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
38,Current employee,Non-Travel,573,Research & Development,6,3,Marketing,1,1453,124908,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,3,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
51,Current employee,Travel_Rarely,684,Research & Development,6,3,Marketing,1,1454,124909,1,Female,41,1,2,Research Scientist,4,Divorced,5329,15717,3,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
38,Current employee,Non-Travel,573,Research & Development,6,3,Medical,1,1455,124910,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
38,Current employee,Non-Travel,573,Research & Development,6,3,Marketing,1,1456,124911,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,3,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
51,Current employee,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,1457,124912,1,Female,41,1,2,Research Scientist,4,Divorced,5329,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
51,Current employee,Travel_Rarely,684,Research & Development,6,3,Marketing,1,1458,124913,1,Female,41,1,2,Research Scientist,4,Divorced,5329,15717,3,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
51,Current employee,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,1459,124914,1,Female,41,1,2,Research Scientist,4,Divorced,5329,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
38,Current employee,Non-Travel,573,Research & Development,6,3,Marketing,1,1460,124915,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,3,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
51,Current employee,Travel_Rarely,684,Research & Development,6,3,Marketing,1,1461,124916,1,Female,41,1,2,Research Scientist,4,Divorced,5329,15717,3,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
38,Current employee,Non-Travel,573,Research & Development,6,3,Medical,1,1462,124917,2,Female,72,2,3,Human Resources,1,Married,10482,2326,0,Y,No,14,3,4,80,3,17,3,3,13,11,1,9,Adzuna
51,Current employee,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,1463,124918,1,Female,41,1,2,Research Scientist,4,Divorced,5329,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
51,Current employee,Travel_Rarely,684,Research & Development,6,3,Marketing,1,1464,124919,1,Female,41,1,2,Research Scientist,4,Divorced,5329,15717,3,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,Adzuna
34,Current employee,Travel_Rarely,1153,Research & Development,1,2,Medical,1,1465,124920,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
31,Voluntary Resignation,Travel_Rarely,249,Sales,6,4,Life Sciences,1,1466,124921,1,Male,41,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
34,Current employee,Travel_Rarely,1153,Research & Development,1,2,Human Resources,1,1467,124922,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
31,Voluntary Resignation,Travel_Rarely,249,Sales,6,4,Marketing,1,1468,124923,1,Male,41,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
31,Voluntary Resignation,Travel_Rarely,249,Sales,6,4,Life Sciences,1,1469,124924,1,Male,41,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
31,Voluntary Resignation,Travel_Rarely,249,Sales,6,4,Marketing,1,1470,124925,1,Male,41,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
34,Current employee,Travel_Rarely,1153,Research & Development,1,2,Medical,1,1471,124926,1,Male,,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
34,Current employee,Travel_Rarely,1153,Research & Development,1,2,Human Resources,1,1472,124927,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
31,Voluntary Resignation,Travel_Rarely,249,Sales,6,4,Life Sciences,1,1473,124928,1,Male,41,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
34,Current employee,Travel_Rarely,1153,Research & Development,1,2,Human Resources,1,1474,124929,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
31,Voluntary Resignation,Travel_Rarely,249,Sales,6,4,Marketing,1,1475,124930,1,Male,41,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
31,Voluntary Resignation,Travel_Rarely,249,Sales,6,4,Life Sciences,1,1476,124931,1,Male,41,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
31,Voluntary Resignation,Travel_Rarely,249,Sales,6,4,Marketing,1,1477,124932,1,Male,41,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
34,Current employee,Travel_Rarely,1153,Research & Development,1,2,Medical,1,1478,124933,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
34,Current employee,Travel_Rarely,1153,Research & Development,1,2,Human Resources,1,1479,124934,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,GlassDoor
56,Current employee,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,1480,124935,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,Company Website
31,Termination,Travel_Rarely,542,Sales,20,3,Life Sciences,1,1481,124936,1,Male,41,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,Company Website
56,Current employee,Travel_Rarely,1400,Research & Development,7,3,Marketing,1,1482,124937,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,1,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,Company Website
31,Termination,Travel_Rarely,542,Sales,20,3,Medical,1,1483,124938,1,Male,41,1,3,Manufacturing Director,4,Single,7260,21698,1,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,Company Website
31,Termination,Travel_Rarely,542,Sales,20,3,Life Sciences,1,1484,124939,1,Male,41,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,Company Website
31,Termination,Travel_Rarely,542,Sales,20,3,Medical,1,1485,124940,1,Male,41,1,3,Manufacturing Director,4,Single,7260,21698,1,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,Company Website
56,Current employee,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,1486,124941,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,Company Website
56,Current employee,Travel_Rarely,1400,Research & Development,7,3,Marketing,1,1487,124942,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,1,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,Company Website
