customer_id,age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Mortgage,Pension,Savings
58224,32,4,32,1,0,0,0,62,54406,6,11,24,1,0,2,1,3,33,13.029,0,0,0
58226,80,53,80,1,0,0,0,62,54406,5,9,12,1,0,0,0,3,33,0,1,1,1
58233,35,6,35,1,0,0,0,55,54372,4,25,36,2,1,3,2,8,35,9.816,0,0,0
58240,54,23,54,0,0,0,0,50,54366,3,39,48,3,3,0,0,11,38,0,1,1,1
58245,28,0,28,0,0,0,0,55,54420,2,11,24,2,1,4,2,11,33,8.412,0,0,0
58245,28,0,28,0,0,0,0,55,54420,2,11,24,2,1,4,2,11,33,8.412,0,0,0
58247,23,0,23,0,0,0,0,55,54420,2,29,36,2,0,2,1,11,33,7.891,0,0,0
58258,36,4,36,1,0,0,0,35,54424,4,31,36,6,2,0,0,16,48,0,1,1,1
58266,33,5,33,1,0,0,0,65,54409,7,15,24,0,1,0,0,12,21,0,1,1,1
58271,36,4,36,0,1,1,0,77,54383,6,34,36,0,4,0,0,11,10,0,1,0,0
58286,31,3,31,0,0,0,0,67,54429,5,40,48,0,0,3,2,12,19,10.286,0,0,0
58302,41,11,41,1,0,0,0,57,54392,6,7,12,1,1,5,3,9,32,9.416,0,0,0
58308,39,7,39,0,0,0,0,55,54419,7,12,24,2,2,2,22,9,34,28.785,0,0,0
58315,29,0,29,0,0,0,0,55,54381,6,40,48,2,1,4,2,8,35,10.218,0,0,0
58315,29,0,29,0,0,0,0,55,54381,6,40,48,2,1,4,2,8,35,10.218,0,0,0
58317,37,7,37,1,0,0,0,55,54450,2,-5,0,2,0,0,0,10,34,0,1,1,1
58322,45,17,45,0,0,0,0,54,54404,5,16,24,2,3,4,2,17,28,9.041,0,0,0
58323,42,14,42,1,0,0,0,61,54391,4,34,36,1,2,0,0,14,23,0,1,1,1
58332,45,17,45,1,0,0,0,48,54448,6,29,36,3,0,2,1,9,41,8.066,0,0,0
58335,55,27,55,0,0,0,0,49,54374,5,18,24,3,0,3,2,13,36,10.32,0,0,0
58335,55,27,55,0,0,0,0,49,54374,5,18,24,3,0,3,2,13,36,10.32,0,0,0
58339,48,21,48,0,0,0,0,63,54448,1,39,48,1,1,2,1,11,24,12.419,0,0,0
58352,53,24,53,1,0,0,0,53,54377,4,30,36,2,0,0,0,9,37,0,1,1,1
58355,46,19,46,0,0,0,0,41,54373,3,9,12,4,0,0,0,11,46,0,1,1,1
58367,40,6,40,0,0,0,0,54,54406,7,26,36,2,0,4,2,9,35,12.56,0,0,0
58377,52,20,52,1,0,0,0,36,54381,1,39,48,5,2,0,0,13,49,0,1,1,1
58380,36,7,36,1,0,0,0,57,54363,7,41,48,2,1,0,0,11,31,0,1,1,1
58381,38,12,38,0,0,0,0,57,54363,7,11,24,2,0,0,0,11,31,0,1,1,1
58382,69,34,69,0,0,0,0,57,54363,6,-1,0,2,3,1,0,11,31,0,1,1,1
58385,39,14,39,1,0,0,0,55,54375,7,19,24,2,0,0,0,8,36,0,1,1,1
58387,43,13,43,1,0,0,0,48,54395,2,31,36,3,1,0,0,15,35,0,1,1,1
58389,21,0,21,0,0,0,0,51,54428,3,40,48,2,0,3,1,7,40,12.882,0,0,0
58389,21,0,21,0,0,0,0,51,54428,3,40,48,2,0,3,1,7,40,12.882,0,0,0
58395,29,2,29,0,0,0,0,57,54419,6,20,24,2,1,0,0,8,33,0,1,1,1
58429,34,2,34,1,0,0,0,66,54399,3,41,48,0,0,0,0,11,22,0,1,1,1
58429,34,2,34,1,0,0,0,66,54399,3,41,48,0,0,0,0,11,22,0,1,1,1
58439,37,5,37,0,0,0,0,38,54414,3,40,48,5,0,0,26,14,46,33.156,0,0,0
58439,37,5,37,0,0,0,0,38,54414,3,40,48,5,0,0,26,14,46,33.156,0,0,0
58440,41,13,41,0,0,0,0,38,54414,3,11,12,5,1,0,0,14,46,0,1,1,1
58453,49,19,49,0,0,0,0,58,54389,1,25,36,2,0,0,0,12,29,0,1,1,1
58456,36,6,36,1,0,0,0,57,54449,3,27,36,2,0,0,0,12,30,0,1,1,1
58456,36,6,36,1,0,0,0,57,54449,3,27,36,2,0,0,0,12,30,0,1,1,1
58458,25,0,25,1,0,0,0,46,54407,5,29,36,4,0,4,2,15,37,9.93,0,0,0
58470,28,0,28,1,0,0,0,52,54404,3,41,48,3,1,2,19,15,32,25.35,0,0,0
58470,28,0,28,1,0,0,0,52,54404,3,41,48,3,1,2,19,15,32,25.35,0,0,0
58472,54,23,54,1,0,0,0,70,54448,6,9,12,0,3,0,0,10,19,0,1,1,1
58480,43,13,43,1,0,0,0,53,54357,5,17,24,2,1,0,0,7,38,0,1,1,1
58480,43,13,43,1,0,0,0,53,54357,5,17,24,2,1,0,0,7,38,0,1,1,1
58481,34,7,34,0,0,0,0,53,54357,5,25,36,2,0,2,2,7,38,8.435,0,0,0
58485,45,15,45,1,0,0,0,60,54366,2,30,36,1,1,4,4,8,31,11.391,0,0,0
58493,45,15,45,1,0,0,0,57,54397,2,12,24,2,1,2,1,10,32,7.271,0,0,0
58498,35,8,35,1,0,0,0,57,54386,3,-6,0,2,0,0,0,13,28,0,1,1,1
58511,55,31,55,0,0,0,0,52,54406,2,22,24,2,2,3,17,10,36,24.095,0,0,0
58514,65,35,65,1,0,0,0,57,54446,5,9,12,2,1,3,1,9,32,9.827,0,0,0
58533,43,13,43,0,0,0,0,31,54361,3,15,24,6,2,0,0,23,45,0,1,1,1
58534,58,30,58,0,0,0,0,53,54394,1,-4,0,2,2,0,0,11,35,0,1,1,1
58535,69,42,69,1,0,0,0,66,54351,1,10,12,0,1,0,0,8,25,0,1,1,1
58553,54,21,54,1,0,0,0,60,54440,3,13,24,1,1,0,0,13,25,0,1,1,1
58560,24,0,24,0,0,0,0,55,54435,6,5,12,2,4,0,0,16,27,0,1,1,1
58560,24,0,24,0,0,0,0,55,54435,6,5,12,2,4,0,0,16,27,0,1,1,1
58566,30,0,30,0,0,0,0,61,54352,3,11,24,1,0,0,0,8,30,0,1,1,1
58573,51,16,51,0,0,0,0,55,54398,2,30,36,2,0,0,0,10,33,0,1,1,1
58576,51,20,51,0,0,0,0,52,54402,4,8,12,3,0,0,0,20,27,0,1,1,1
58577,43,14,43,0,0,0,0,52,54402,5,10,12,3,1,1,1,20,27,10.5,0,0,0
58582,44,16,44,1,0,0,0,45,54390,2,27,36,4,1,0,0,9,44,0,1,1,1
58589,21,0,21,0,0,0,0,65,54379,2,41,48,0,2,4,3,13,21,13.979,0,0,0
58602,39,9,39,0,0,0,0,61,54431,4,6,12,1,0,0,5,9,29,12.001,0,0,0
58607,19,0,19,1,0,0,0,49,54402,6,32,36,3,1,0,0,8,42,0,1,1,1
58615,42,12,42,1,0,0,0,57,54360,3,35,48,2,1,6,19,11,31,25.739,0,0,0
58616,53,22,53,0,0,0,0,57,54360,2,32,36,2,1,0,0,11,31,0,1,1,1
58616,53,22,53,0,0,0,0,57,54360,2,32,36,2,1,0,0,11,31,0,1,1,1
58623,58,31,58,0,0,0,0,49,54407,2,7,12,3,2,2,1,9,40,8.953,0,0,0
58625,56,27,56,0,0,0,0,61,54373,6,41,48,1,0,0,0,14,24,0,1,1,1
58628,42,15,42,1,0,0,0,54,54366,3,41,48,2,0,0,14,6,38,20.99,0,0,0
58628,42,15,42,1,0,0,0,54,54366,3,41,48,2,0,0,14,6,38,20.99,0,0,0
58630,38,8,38,1,0,0,0,54,54384,4,41,48,2,0,3,1,13,32,7.799,0,0,0
58631,47,17,47,1,0,1,0,34,54437,5,15,24,6,0,3,2,10,54,8.584,0,0,0
58640,33,2,33,1,0,0,0,58,54371,4,15,24,2,1,0,0,12,29,0,1,1,1
58640,33,2,33,1,0,0,0,58,54371,4,15,24,2,1,0,0,12,29,0,1,1,1
58644,44,13,44,1,0,0,0,54,54415,2,24,36,2,1,0,0,10,34,0,1,1,1
58644,44,13,44,1,0,0,0,54,54415,2,24,36,2,1,0,0,10,34,0,1,1,1
58652,37,9,37,1,0,0,0,48,54443,3,22,24,3,1,0,0,12,39,0,1,1,1
58666,40,9,40,1,0,0,0,51,54371,3,11,24,3,2,0,0,3,44,0,1,1,1
58667,36,11,36,0,0,0,0,54,54359,7,-2,0,2,0,2,0,9,36,0,1,1,1
58672,17,0,17,1,0,0,0,72,54449,7,25,36,0,2,2,2,10,17,8.792,0,0,0
58675,18,0,18,0,0,0,0,57,54393,4,24,36,2,0,0,0,11,31,0,1,1,1
58714,41,9,41,0,0,0,0,70,54632,2,-3,0,0,3,0,0,9,20,0,1,1,1
58714,41,9,41,0,0,0,0,70,54632,2,-3,0,0,3,0,0,9,20,0,1,1,1
58715,49,24,49,1,0,0,0,70,54632,1,-5,0,0,0,0,0,9,20,0,1,1,1
58716,48,18,48,0,0,0,0,46,54622,6,6,12,4,0,0,0,16,36,0,1,1,1
58717,44,13,44,0,0,0,0,53,54616,2,28,36,3,1,5,2,9,36,8.777,0,0,0
58717,44,13,44,0,0,0,0,53,54616,2,28,36,3,1,5,2,9,36,8.777,0,0,0
58724,44,18,44,1,0,0,1,50,54650,2,10,12,3,1,1,4,15,33,11.424,0,0,0
58727,28,0,28,1,0,0,0,46,54584,6,24,36,4,0,0,0,21,31,0,1,1,1
58727,28,0,28,1,0,0,0,46,54584,6,24,36,4,0,0,0,21,31,0,1,1,1
58728,25,0,25,1,0,0,0,52,54628,3,35,48,3,1,3,1,9,37,12.16,0,0,0
58728,25,0,25,1,0,0,0,52,54628,3,35,48,3,1,3,1,9,37,12.16,0,0,0
58729,54,23,54,0,0,0,0,52,54628,2,-6,0,3,0,2,0,9,37,0,1,1,1
58729,54,23,54,0,0,0,0,52,54628,2,-6,0,3,0,2,0,9,37,0,1,1,1
58745,40,7,40,1,0,0,0,58,54635,3,28,36,2,1,0,0,12,29,0,1,1,1
58763,32,4,32,0,0,0,0,65,54581,4,22,24,0,0,3,1,9,24,13.032,0,0,0
58771,30,0,30,0,0,0,0,52,54619,5,17,24,3,0,2,1,18,29,7.479,0,0,0
58773,40,12,40,1,0,0,0,52,54559,6,-6,0,3,1,0,0,6,40,0,1,1,1
58806,67,35,67,1,0,0,0,52,54590,1,5,12,3,1,0,0,7,40,0,1,1,1
58808,37,2,37,1,0,0,0,56,54648,5,34,36,2,3,0,0,7,35,0,1,1,1
58824,28,0,28,1,0,0,0,53,54611,3,30,36,3,0,0,0,14,31,0,1,1,1
58829,18,0,18,1,0,0,0,54,54609,2,19,24,2,0,0,14,7,38,20.613,0,0,0
58829,18,0,18,1,0,0,0,54,54609,2,19,24,2,0,0,14,7,38,20.613,0,0,0
58839,66,38,66,0,0,0,0,55,54598,6,22,24,2,1,0,0,16,27,0,1,1,1
58843,54,27,54,1,0,0,0,48,54573,4,32,36,4,1,5,3,19,32,11.6,0,0,0
58854,45,17,45,1,0,0,0,52,54556,6,6,12,3,1,0,0,18,29,0,1,1,1
58858,52,23,52,0,0,0,0,57,54644,6,24,36,2,1,2,1,11,30,8.294,0,0,0
58858,52,23,52,0,0,0,0,57,54644,6,24,36,2,1,2,1,11,30,8.294,0,0,0
58866,19,0,19,1,0,0,0,67,54619,6,24,36,0,1,5,3,9,22,10.373,0,0,0
58903,35,5,35,1,0,0,0,61,54630,7,14,24,1,1,0,0,13,25,0,1,1,1
58903,35,5,35,1,0,0,0,61,54630,7,14,24,1,1,0,0,13,25,0,1,1,1
58907,46,18,46,1,0,0,0,48,54554,2,22,24,3,1,6,29,11,40,36.249,0,0,0
58915,13,0,13,0,0,0,0,63,54593,3,16,24,1,1,0,0,2,34,0,1,1,1
58915,13,0,13,0,0,0,0,63,54593,3,16,24,1,1,0,0,2,34,0,1,1,1
58922,51,19,51,1,0,0,0,51,54644,6,-6,0,3,6,0,0,8,40,0,1,0,0
58929,32,4,32,0,0,0,0,64,54606,5,5,12,1,0,2,2,9,25,8.319,0,0,0
58939,47,17,47,0,0,0,0,48,54649,4,34,36,3,3,4,2,14,36,8.363,0,0,0
58939,47,17,47,0,0,0,0,48,54649,4,34,36,3,3,4,2,14,36,8.363,0,0,0
58943,28,3,28,0,0,0,0,56,54619,4,41,48,2,0,3,1,12,30,10.312,0,0,0
58944,33,1,33,1,0,0,0,56,54619,4,7,12,2,0,3,1,12,30,8.822,0,0,0
58948,18,0,18,0,0,0,0,54,54611,4,21,24,2,1,0,0,10,34,0,1,1,1
58955,51,20,51,1,0,0,0,72,54578,5,19,24,0,1,3,2,6,21,8.996,0,0,0
58960,29,0,29,0,0,0,0,56,54576,2,6,12,2,1,1,1,8,34,9.679,0,0,0
58989,27,0,27,0,0,0,0,73,54579,7,29,36,0,0,1,19,7,18,25.793,0,0,0
58993,25,0,25,0,0,0,0,34,54603,5,7,12,6,2,3,2,11,53,8.325,0,0,0
58995,48,21,48,1,0,0,0,41,54639,1,6,12,4,0,0,0,9,49,0,1,1,1
59003,41,11,41,0,0,0,0,65,54625,2,36,48,1,0,4,1,11,23,9.049,0,0,0
59006,48,25,48,0,0,0,0,49,54617,5,12,24,3,0,1,1,16,34,9.306,0,0,0
59006,48,25,48,0,0,0,0,49,54617,5,12,24,3,0,1,1,16,34,9.306,0,0,0
59010,43,14,43,0,0,0,0,61,54631,3,39,48,1,0,4,1,5,32,7.359,0,0,0
59015,45,21,45,1,0,0,0,70,54567,2,22,24,0,0,2,1,8,21,8.659,0,0,0
59024,33,6,33,1,0,0,0,63,54640,2,20,24,0,2,4,2,12,23,9.686,0,0,0
59026,40,9,40,0,0,0,0,58,54595,5,24,36,1,3,0,0,9,31,0,1,1,1
59034,59,30,59,1,0,0,0,54,54598,2,39,48,2,0,1,1,7,38,11.916,0,0,0
59039,42,12,42,1,0,0,0,35,54645,2,12,24,6,2,2,1,24,40,11.962,0,0,0
59042,39,8,39,1,0,0,0,76,54573,2,-4,0,1,1,1,0,6,17,0,1,1,1
59042,39,8,39,1,0,0,0,76,54573,2,-4,0,1,1,1,0,6,17,0,1,1,1
59043,38,9,38,1,0,0,0,76,54573,2,-2,0,1,0,0,0,6,17,0,1,1,1
59043,38,9,38,1,0,0,0,76,54573,2,-2,0,1,0,0,0,6,17,0,1,1,1
59051,39,10,39,1,0,0,0,56,54622,2,38,48,2,3,2,1,4,39,10.216,0,0,0
59084,34,4,34,1,0,0,0,46,54648,3,10,12,4,3,0,0,13,39,0,1,1,1
59089,22,0,22,0,0,0,0,64,54564,5,36,48,1,0,4,2,16,19,10.029,0,0,0
59092,42,7,42,1,0,0,0,49,54610,4,-5,0,3,2,0,0,11,39,0,1,1,1
59102,23,0,23,0,0,0,0,52,54580,6,24,36,2,0,2,1,9,37,11.816,0,0,0
59110,51,19,51,1,0,0,0,68,54623,5,40,48,0,1,2,1,10,20,10.917,0,0,0
59110,51,19,51,1,0,0,0,68,54623,5,40,48,0,1,2,1,10,20,10.917,0,0,0
59120,47,16,47,1,0,0,0,47,54699,5,33,36,3,0,0,0,13,39,0,1,1,1
59126,31,0,31,0,0,0,0,52,54782,2,22,24,3,0,0,0,11,35,0,1,1,1
59128,27,0,27,1,0,0,0,50,54814,3,25,36,3,0,0,0,15,34,0,1,1,1
59128,27,0,27,1,0,0,0,50,54814,3,25,36,3,0,0,0,15,34,0,1,1,1
59131,30,2,30,1,0,0,0,53,54846,3,-5,0,2,1,0,0,8,37,0,1,1,1
59147,30,3,30,1,0,0,0,61,54839,2,-4,0,1,1,0,0,5,33,0,1,1,1
59147,30,3,30,1,0,0,0,61,54839,2,-4,0,1,1,0,0,5,33,0,1,1,1
59150,42,9,42,0,0,0,0,55,54807,6,13,24,2,0,3,2,14,30,8.369,0,0,0
59172,29,0,29,0,0,0,0,65,54796,7,-3,0,0,3,1,0,10,23,0,1,1,1
59180,38,5,38,0,0,0,0,42,54831,3,-1,0,4,1,1,0,12,44,0,1,1,1
59182,72,41,72,0,0,0,0,60,54760,1,-3,0,1,0,0,0,9,29,0,1,1,1
59187,48,17,48,1,0,0,0,57,54752,7,7,12,2,2,2,1,8,34,10.346,0,0,0
59200,38,10,38,1,0,0,0,54,54833,5,28,36,2,2,0,0,10,34,0,1,1,1
59215,44,16,44,0,0,0,0,50,54835,7,40,48,3,0,3,24,16,32,31.415,0,0,0
59216,46,16,46,0,0,0,0,32,54797,6,25,36,6,3,0,0,19,48,0,1,1,1
59223,36,9,36,1,0,0,0,27,54757,6,27,36,7,0,0,0,12,59,0,1,1,1
59225,35,7,35,0,0,0,0,67,54814,6,22,24,0,2,2,1,14,18,11.32,0,0,0
59226,33,4,33,0,0,0,0,42,54844,7,20,24,4,0,0,0,7,49,0,1,1,1
59240,30,0,30,1,0,0,0,40,54766,3,39,48,5,0,0,0,15,43,0,1,1,1
59243,49,22,49,1,0,0,0,58,54764,6,35,36,1,0,3,2,11,30,8.851,0,0,0
59246,33,5,33,1,0,0,0,60,54793,6,9,12,1,1,4,2,12,27,8.392,0,0,0
59262,36,8,36,0,0,0,0,39,54838,5,14,24,5,0,3,1,7,52,11.902,0,0,0
59265,19,0,19,0,0,0,0,63,54824,4,35,36,1,0,4,3,9,26,10.299,0,0,0
59270,42,14,42,0,0,0,0,50,54811,2,37,48,3,0,3,2,14,34,11.371,0,0,0
59270,42,14,42,0,0,0,0,50,54811,2,37,48,3,0,3,2,14,34,11.371,0,0,0
59271,49,17,49,0,0,0,0,50,54811,2,21,24,3,4,3,1,14,34,7.749,0,0,0
59271,49,17,49,0,0,0,0,50,54811,2,21,24,3,4,3,1,14,34,7.749,0,0,0
59273,32,5,32,1,0,0,0,65,54821,6,29,36,0,2,0,0,12,22,0,1,1,1
59273,32,5,32,1,0,0,0,65,54821,6,29,36,0,2,0,0,12,22,0,1,1,1
59276,32,1,32,1,0,0,0,31,54773,3,35,48,6,0,0,0,13,54,0,1,1,1
59276,32,1,32,1,0,0,0,31,54773,3,35,48,6,0,0,0,13,54,0,1,1,1
59280,38,6,38,1,0,0,0,59,54760,7,28,36,1,2,3,1,14,26,9.332,0,0,0
59286,38,7,38,0,0,0,0,45,54869,4,36,48,4,1,0,0,13,40,0,1,1,1
59304,39,9,39,1,0,0,0,56,54863,6,36,48,2,3,0,0,11,31,0,1,1,1
59306,39,7,39,0,0,0,0,58,54938,5,33,36,2,0,2,1,12,29,7.352,0,0,0
59309,46,14,46,1,0,0,0,53,54885,6,35,48,3,0,2,1,11,35,10.669,0,0,0
59312,29,0,29,0,0,0,0,57,54893,3,9,12,2,1,0,0,10,32,0,1,1,1
59330,45,15,45,0,0,0,0,61,54922,3,15,24,1,1,0,0,9,29,0,1,1,1
59334,36,6,36,1,0,0,0,52,54905,5,29,36,3,0,3,1,10,37,9.199,0,0,0
59334,36,6,36,1,0,0,0,52,54905,5,29,36,3,0,3,1,10,37,9.199,0,0,0
59346,25,0,25,0,0,0,0,59,54932,4,13,24,2,1,4,2,10,29,9.786,0,0,0
59347,26,0,26,0,0,0,0,54,54898,5,6,12,2,0,0,0,9,35,0,1,1,1
59349,27,0,27,0,0,0,0,50,54895,4,6,12,3,1,3,3,24,25,14.204,0,0,0
59358,41,10,41,1,0,0,0,40,54880,2,30,36,5,1,4,2,16,43,9.706,0,0,0
59367,69,43,69,1,0,0,0,52,54937,1,20,24,3,0,0,0,9,37,0,1,1,1
59370,55,31,55,1,0,0,0,55,54921,2,0,12,2,0,0,0,7,36,0,1,1,1
59372,28,0,28,1,0,0,0,71,54869,6,35,36,0,0,3,5,10,18,12.393,0,0,0
59375,36,4,36,1,0,0,0,55,54911,4,30,36,2,2,0,0,5,38,0,1,1,1
59377,54,22,54,1,0,0,0,42,54946,3,14,24,4,0,0,0,11,46,0,1,1,1
59381,42,19,42,1,0,0,0,62,54916,5,22,24,1,0,0,0,14,23,0,1,1,1
59397,65,32,65,1,0,0,0,56,54925,2,21,24,2,0,2,1,8,35,10.899,0,0,0
59398,55,23,55,1,0,0,0,56,54925,2,32,36,2,2,2,1,8,35,8.582,0,0,0
59400,62,35,62,0,0,0,0,56,54925,2,0,12,2,0,1,0,8,35,0,1,1,1
59408,26,0,26,1,0,0,0,57,54868,4,40,48,2,0,3,2,10,32,10.138,0,0,0
59408,26,0,26,1,0,0,0,57,54868,4,40,48,2,0,3,2,10,32,10.138,0,0,0
59409,32,6,32,0,0,0,0,57,54868,4,40,48,2,2,1,6,10,32,15.27,0,0,0
59409,32,6,32,0,0,0,0,57,54868,4,40,48,2,2,1,6,10,32,15.27,0,0,0
59422,44,15,44,0,0,0,0,52,54879,7,18,24,3,0,0,0,11,35,0,1,1,1
59422,44,15,44,0,0,0,0,52,54879,7,18,24,3,0,0,0,11,35,0,1,1,1
59432,35,4,35,1,0,0,0,48,54856,4,38,48,3,0,3,1,11,39,9.296,0,0,0
59433,41,9,41,1,0,0,0,48,54856,4,10,12,3,0,4,23,11,39,30.467,0,0,0
59433,41,9,41,1,0,0,0,48,54856,4,10,12,3,0,4,23,11,39,30.467,0,0,0
59435,37,7,37,1,0,0,0,51,54882,5,-3,0,3,0,0,0,11,37,0,1,1,1
59439,53,20,53,0,0,0,0,55,54857,5,16,24,2,0,0,0,8,35,0,1,1,1
59443,39,7,39,1,0,0,0,52,54926,5,30,36,3,2,0,0,14,32,0,1,1,1
59450,40,10,40,1,0,0,0,80,54920,7,13,24,1,5,3,1,5,13,11.266,0,0,0
59481,35,6,35,1,0,0,0,69,54881,3,-2,0,0,0,0,0,11,18,0,1,1,1
59481,35,6,35,1,0,0,0,69,54881,3,-2,0,0,0,0,0,11,18,0,1,1,1
59486,37,7,37,0,0,0,0,60,54937,6,-6,0,1,0,0,0,11,27,0,1,1,1
59490,34,3,34,1,0,0,0,47,54875,6,25,36,3,2,0,0,9,43,0,1,1,1
59514,49,22,49,0,0,0,0,54,54896,3,25,36,2,0,0,0,7,37,0,1,1,1
59524,45,16,45,0,0,0,0,69,54888,3,37,48,0,1,0,0,11,19,0,1,1,1
59524,45,16,45,0,0,0,0,69,54888,3,37,48,0,1,0,0,11,19,0,1,1,1
59532,30,0,30,0,0,0,0,59,54913,4,22,24,2,0,0,0,9,30,0,1,1,1
59552,45,14,45,1,0,0,0,52,54919,5,7,12,3,1,0,0,7,39,0,1,1,1
59557,38,7,38,0,0,0,0,32,54907,3,41,48,6,1,2,1,12,54,9.437,0,0,0
59558,25,0,25,1,0,0,0,57,54913,7,29,36,2,0,2,3,17,25,12.431,0,0,0
59563,29,2,29,1,0,0,0,65,54884,7,40,48,0,0,1,5,15,18,11.675,0,0,0
59565,38,11,38,0,0,0,0,65,54884,7,11,24,0,0,3,3,15,18,9.977,0,0,0
59566,66,41,66,0,0,0,0,35,54938,2,25,36,5,0,0,8,19,45,14.7,0,0,0
59566,66,41,66,0,0,0,0,35,54938,2,25,36,5,0,0,8,19,45,14.7,0,0,0
59568,50,23,50,0,0,0,0,50,54912,2,39,48,3,4,2,1,8,41,8.732,0,0,0
59570,38,9,38,0,0,0,0,50,54912,3,13,24,3,1,2,1,8,41,7.616,0,0,0
59574,14,0,14,0,0,0,0,66,54903,4,34,36,0,0,0,0,21,12,0,1,1,1
59576,43,14,43,1,0,0,0,66,54903,4,8,12,0,2,2,2,21,12,8.357,0,0,0
59583,29,4,29,0,0,0,0,61,54901,2,14,24,1,1,2,2,8,29,8.485,0,0,0
59585,26,0,26,0,0,1,0,61,54901,2,35,48,1,5,0,0,8,29,0,1,1,1
59586,39,9,39,1,0,0,0,40,54918,2,-2,0,5,2,1,0,9,50,0,1,1,1
59589,46,15,46,1,0,0,0,40,54918,2,9,12,5,0,0,0,9,50,0,1,1,1
59597,27,0,27,1,0,0,0,63,54897,6,35,36,1,2,0,0,7,28,0,1,1,1
59609,35,8,35,1,0,0,0,56,54921,2,12,24,2,0,4,24,12,30,30.892,0,0,0
59611,28,1,28,1,0,0,0,34,54883,3,41,48,6,0,4,3,10,55,12.268,0,0,0
59612,47,18,47,0,0,0,0,52,54896,3,-1,0,3,0,0,0,17,30,0,1,1,1
59614,56,30,56,0,0,0,0,43,54866,3,12,24,4,2,0,0,16,40,0,1,1,1
59614,56,30,56,0,0,0,0,43,54866,3,12,24,4,2,0,0,16,40,0,1,1,1
59623,18,0,18,0,0,0,0,51,54903,4,16,24,3,0,0,0,11,37,0,1,1,1
59629,32,6,32,1,0,0,0,43,54921,7,40,48,4,1,4,3,12,44,10.937,0,0,0
59629,32,6,32,1,0,0,0,43,54921,7,40,48,4,1,4,3,12,44,10.937,0,0,0
59632,32,4,32,1,0,0,0,67,54873,6,29,36,0,0,3,1,5,26,8.179,0,0,0
59646,30,5,30,1,0,0,0,53,54930,2,32,36,2,0,4,1,15,30,8.162,0,0,0
59655,50,19,50,1,0,0,0,60,54882,6,30,36,1,0,0,0,9,29,0,1,1,1
59664,31,1,31,0,0,0,0,65,54865,4,17,24,0,1,1,1,12,22,8.799,0,0,0
59669,46,15,46,0,0,0,0,66,54860,2,-6,0,0,0,0,0,4,28,0,1,1,1
59672,47,18,47,1,0,0,0,71,54916,2,22,24,0,0,0,0,7,20,0,1,1,1
59680,33,3,33,0,0,0,0,79,54897,6,-6,0,1,0,1,0,7,12,0,1,1,1
59681,46,14,46,0,0,0,0,79,54897,6,12,24,1,1,3,1,7,12,9.06,0,0,0
59695,45,12,45,1,0,0,0,54,54862,7,-6,0,2,7,1,0,16,28,0,1,0,0
59706,31,3,31,0,0,0,0,50,54941,3,25,36,3,2,0,0,13,36,0,1,1,1
59716,38,10,38,1,0,0,0,54,54924,5,5,12,2,1,0,0,10,35,0,1,1,1
59719,61,32,61,1,0,0,0,49,54918,5,11,24,3,0,5,3,9,40,11.731,0,0,0
59723,20,0,20,1,0,0,0,53,54919,7,8,12,3,0,0,0,10,36,0,1,1,1
59723,20,0,20,1,0,0,0,53,54919,7,8,12,3,0,0,0,10,36,0,1,1,1
59725,35,4,35,0,0,0,0,64,54897,3,6,12,1,1,2,2,10,24,8.269,0,0,0
59729,32,7,32,1,0,0,0,35,54868,2,22,24,6,0,5,2,18,45,8.473,0,0,0
59729,32,7,32,1,0,0,0,35,54868,2,22,24,6,0,5,2,18,45,8.473,0,0,0
59753,30,2,30,0,0,0,0,70,54891,4,30,36,0,0,0,0,7,22,0,1,1,1
59758,42,12,42,1,0,0,0,37,54927,5,0,12,5,0,0,0,8,54,0,1,1,1
59763,35,2,35,1,0,0,0,58,54919,5,30,36,2,0,2,1,11,29,7.346,0,0,0
59774,38,11,38,1,0,0,0,64,54877,3,-3,0,1,4,0,0,7,27,0,1,1,1
59776,43,12,43,1,0,0,0,50,54910,5,-6,0,3,3,0,0,8,40,0,1,1,1
59786,38,7,38,0,0,0,0,51,54935,6,-4,0,3,1,1,0,14,34,0,1,1,1
59786,38,7,38,0,0,0,0,51,54935,6,-4,0,3,1,1,0,14,34,0,1,1,1
59797,55,25,55,1,0,0,0,65,54912,3,20,24,0,0,3,25,4,29,31.926,0,0,0
59799,35,4,35,1,0,0,0,64,54864,6,33,36,1,1,2,1,5,29,12.94,0,0,0
59799,35,4,35,1,0,0,0,64,54864,6,33,36,1,1,2,1,5,29,12.94,0,0,0
59803,44,18,44,1,0,0,0,50,54924,7,22,24,3,1,4,3,12,36,9.616,0,0,0
59803,44,18,44,1,0,0,0,50,54924,7,22,24,3,1,4,3,12,36,9.616,0,0,0
59814,41,10,41,0,0,0,0,47,54913,7,35,48,3,0,4,1,16,35,9.799,0,0,0
59833,46,19,46,1,0,0,0,50,54896,4,-3,0,3,1,1,0,16,33,0,1,1,1
59839,35,2,35,0,0,0,0,27,54915,4,41,48,7,1,0,0,22,50,0,1,1,1
59850,59,28,59,0,0,0,0,70,54871,2,-6,0,0,0,0,0,12,16,0,1,1,1
